,file_1,file_2,total_avg,similarity_rating
2,baseball_demofile_4.pdf,baseball_demofile_4.pdf,0.03869121486758008,4
0,baseball_demofile_2.pdf,baseball_demofile_4.pdf,0.03601675769862007,4
1,baseball_demofile_3.pdf,baseball_demofile_4.pdf,0.026306734721601742,3
