,file_1,file_2,entity_sim_rating,BOW_Comparison_score
0,baseball_demofile_3.pdf,baseball_demofile_3.pdf,100.0,5
4,baseball_demofile_5.pdf,baseball_demofile_3.pdf,24.760842566057967,1
2,baseball_demofile_4.pdf,baseball_demofile_3.pdf,23.34968495660262,2
7,homeland_sec_assessment.pdf,Tackling_human_trafficking20200407.pdf,20.885556450782175,1
6,homeland_sec_assessment.pdf,baseball_demofile_3.pdf,14.478109859213836,3
3,baseball_demofile_4.pdf,Tackling_human_trafficking20200407.pdf,11.134329205564162,1
1,baseball_demofile_3.pdf,Tackling_human_trafficking20200407.pdf,10.224991817492784,1
5,baseball_demofile_5.pdf,Tackling_human_trafficking20200407.pdf,9.89334197007659,1
