,file_1,file_2,total_avg,similarity_rating
0,baseball_demofile_3.pdf,baseball_demofile_3.pdf,0.052535511737252454,5
1,Hampton_Roads_Cyber_Corps20191229.pdf,baseball_demofile_3.pdf,0.00921940859095328,1
2,homeland_sec_assessment.pdf,baseball_demofile_3.pdf,0.008416824505925643,1
