,file_1,file_2,total_avg,similarity_rating,entity_sim_rating
0,baseball_demofile_3.pdf,baseball_demofile_3.pdf,0.052535511737252454,5,100.0
1,baseball_demofile_5.pdf,baseball_demofile_3.pdf,0.028635903466038583,3,0.3037530783209527
2,homeland_sec_assessment.pdf,baseball_demofile_3.pdf,0.008416824505925643,1,1.838041933219598
