,file_1,file_2,entity_sim_rating
0,baseball_demofile_3.pdf,baseball_demofile_3.pdf,100.0
7,homeland_sec_assessment.pdf,Tackling_human_trafficking20200407.pdf,100.0
2,baseball_demofile_4.pdf,baseball_demofile_3.pdf,24.91464966118359
4,baseball_demofile_5.pdf,baseball_demofile_3.pdf,15.546941737577232
6,homeland_sec_assessment.pdf,baseball_demofile_3.pdf,13.873798675308372
5,baseball_demofile_5.pdf,Tackling_human_trafficking20200407.pdf,9.22919278347034
3,baseball_demofile_4.pdf,Tackling_human_trafficking20200407.pdf,8.42506138254076
1,baseball_demofile_3.pdf,Tackling_human_trafficking20200407.pdf,8.152001316138815
