,file_1,file_2,entity_sim_rating
0,homeland_sec_assessment.pdf,Tackling_human_trafficking20200407.pdf,14.27
1,homeland_sec_assessment.pdf,baseball_demofile.txt,13.34
2,Tackling_human_trafficking20200407.pdf,baseball_demofile.txt,8.41
